id,time,director,year,star1,star2,star3,star4,star5,star6,rotten_tomatoes,audience_rating,review1,review2,review3,review4,review5
229,2 hr. 17 min.,John Lee Hancock,2004,Dennis Quaid,Billy Bob Thornton,Jason Patric,Patrick Wilson,Emilio EchevarrÃ_a,Jordi Molla,29,45,Something was missing from the film. It lacked punch.,Doesn't work despite Thornton's top performance.,This dog of a movie confirms that in 1836 Texas was stolen from Mexico by a bunch of opportunistic bastards whose descendants went on to use similarly underhanded methods to steal the office of the White House in 2000.,"There are great moments, though it's ultimately a lightweight film and certainly not an Oscar contender.","Not even good sets, plenty of historical detail, and Billy Bob Thornton can put life into director John Lee Hancock's slow-moving, poorly acted Texan saga."
230,1 hr. 41 min.,Michael Arabian,2003,Chris McKenna,Kari Wuhrer,Daniel Baldwin,George Wendt,Timm Sharp,Ron Livingston,0,6,,,,,
231,1 hr. 26 min.,Kevin Bray,2004,"Dwayne ""The Rock"" Jo...",Neal McDonough,Johnny Knoxville,John Beasley,Barbara Tarbuck,Kristen Wilson,25,60,...a passable yet forgettable action extravaganza.,"OK as a WWE grudge match, but not as a movie.","Dwayne Johnson scores another fun action adventure with competent acting, great fights, and good direction.","Like the hicksploitation genre from which it was spawned, Walking Tall is long on violence and short on police procedure.","It is not quite violent, drunken, or naked enough to be as trashily entertaining as the Patrick Swayze cult favorite Roadhouse."
232,1 hr. 33 min.,Paul Bartel,1976,David Carradine,Bill McKinney,Veronica Hamel,Gerrit Graham,Robert Carradine,Belinda Balaski,0,35,,,,Yee-Haw good ol' boys Carradine and Stallone inlow budget feature.,
233,1 hr. 39 min.,Barry Levinson,2004,Ben Stiller,Jack Black,Rachel Weisz,Amy Poehler,Christopher Walken,Ariel Gade,7,26,"With so many dubious elements at play, even the half-good ideas get lost in the shuffle.",Envy crawls to its finish through a minefield of poor taste and comedic misfires.,"It's a long, long time between chuckles.","Charlie Kaufman possibly could have uncovered this story's true smugness. Instead, Jack Black and Ben Stiller exaggerate what works about their styles to the point of annoyance in a can't-miss misfire akin to John Belushi and Dan Aykroyd's Neighbors.",Here's my pitch for a product: A spray that causes really bad movies to vaporize into air.
234,1 hr. 34 min.,William Girdler,1976,Leslie Nielsen,Gary Lockwood,Nancy Kwan,Vic Silayan,Vic Diaz,Galen Thompson,0,11,,,,,
235,2 hr.,Yun-su Jeon,2002,Seung-woo Kim,Min-su Choi,,,,,0,18,"There are hints of a plot line, but everything is racing along at such a pace - only lit by the flash of muzzles - that it is difficult to spot it.",,,,
236,1 hr. 26 min.,Taylor Wong,1994,Andy Lau,Brigitte Lin,Tsui Kam-Kong,Elvis Tsui,Gaowa Siqin,Ray Lui,0,29,,,,,
237,1 hr. 38 min.,John Glenn,1992,Rachel McLish,Paul Freeman,Horst Buchholz,Louis Gossett Jr,Christopher Cazenove,Sonny Chiba,0,24,,,,,
238,1 hr. 20 min.,Andy McAvin,2004,Christine M. Auten,Mike Kleinhenz,Andy McAvin,Rob Mungle,Chris Patton,Mike MacRae,0,35,,,,,
239,1 hr. 46 min.,James Hill,1971,Mark Lester,Uschi Glas,Walter Slezak,Peter Lee Lawrence,John Nettleton,Patrick Mower,0,60,,,,Pleasant version of classic children's story headed by Oliver's Mark Lester.,
240,1 hr. 40 min.,Toshiya Shinohara,2001,Houko Kuwashima,Jillian Michaels (II...,Kappei Yamaguchi,Kelly Sheridan,Kirby Morrow,Kumiko Watanabe,0,89,,,,,
241,1 hr. 30 min.,John Musker,1992,Robin Williams,Scott Weinger,Linda Larkin,Jonathan Freeman,Frank Welker,Lea Salonga,94,92,"Aladdin is a film of wonders. To see it is to be the smallest child, open-mouthed at the screen's sense of magic, as well as the most knowing adult, eager to laugh at some surprisingly sly humor.","What makes this animated feature such intense, giddy fun is the eruption of uninhibited parody that Robin Williams provides as the voice of the Genie in Aladdin's lamp.",Aladdin is a marvel of the cartoonist's art.,Disney's latest animated feature is a thoroughly satisfying musical-comedy romp.,Forget about the lamp. Aladdin is all anyone could wish for in holiday entertainment.
242,1 hr. 43 min.,John Carlos Frey,2001,John Carlos Frey,Michelle Agnew,Anne Betancourt,Joel Brooks,Kai Lennox,Joe Pascual,52,14,"Despite its flaws, The Gatekeeper will keep you engaged.","The movie never rises above mediocrity and at times, devolves into amateurish histrionics.",A heavy-handed immigration melodrama.,"Though the film is far from polished, the force of its significance to Mr. Frey, as well as the urgency of its political message, give it some genuine impact.",The truly hellish portrayal of the workers' post-crossing indentured servitude in a meth lab makes up for a sluggish opening act.
243,1 hr. 28 min.,Tay Garnett,1975,Mike Mazurki,Jimmy Kane,Vic Christy,Fritz Ford,Tay Garnett,John McIntire,0,73,,,,,
244,1 hr. 43 min.,Daniel Zirilli,1999,Reegus Flenory,AMG,Rappin' 4-TAY,B-Real,Robert Hayes III,"Stanley Flesh-N-Bon...""",0,20,,,,,
245,2 hr. 4 min.,Roland Emmerich,2004,Dennis Quaid,Jake Gyllenhaal,Emmy Rossum,Dash Mihok,Jay O Sanders,Sela Ward,45,50,Many of the clichÃ©s in this movie predate the last Ice Age.,A shambles of dud writing and dramatic inconsequence which left me determined to double my consumption of fossil fuels.,"Trite really isn't doing justice to the degree to which [the film] has not a single thought, character, or line of dialogue that hadn't been run into the ground by the beginning of the '80s.",Some cool special effects...that's about it.,"This is a popcorn film with a fact based concept, and that's all it is..."
246,1 hr. 25 min.,Peter Hewitt,2004,Breckin Meyer,Jennifer Love Hewitt,Stephen Tobolowsky,Bill Murray,Evan Arnold,Mark Christopher Law...,15,37,"Without Murray, the film would have much less appeal.","Cat-astrophic for adults, but kids will love it.",Hewitt's movie isn't without its laughs but it's ultimately a pretty pointless picture.,An innocent way to kill some time.,"Garfield is a cool cat with attitude, yet his debut on the big screen falls short by more than a whisker largely due to a script that relies on novelty value rather than fresh ideas."
247,2 hr. 25 min.,Stephen Sommers,2004,Hugh Jackman,Kate Beckinsale,Richard Roxburgh,David Wenham,Shuler Hensley,Will Kemp,23,57,"The horror flick, at its height, was a lyrical caressing of our fears; by the end of this nonsense, you fear for the well-being of the genre. 'It's dead!'","A chaotic blur of recycled archetypes from classic horror flicks, action sequences unbound by laws of gravity and physics, and CGI special effects that somehow manage to appear ridiculously expensive and unconvincingly obvious all at once.","The already-lousy House of Frankenstein as done up by a filmmaker whose idea of style is to make things as loud and busy as possible... A screaming, noisy, overedited mess of a movie.",This is one vampire movie with bite.,A special effects-laden piece of trash...
248,1 hr. 43 min.,Martin Rosen,1983,John Hurt,Christopher Benjamin,James Bolam,Nigel Hawthorne,Warren Mitchell,Bernard Hepton,0,90,The whole movie is shot through with despair and dread; it feels like a prolonged howl of helplessness.,,,,
249,1 hr. 24 min.,Mark A.Z. DippÃ©,2004,Tory Kittles,Muse Watson,Tomas Arana,K.D. Aubert,Reggie Lee,Richard Edson,0,32,fishy,...rife with over-the-top kill sequences and satisfyingly broad stock characters (including a crazy survivalist and a panicky jerk!),,,
250,1 hr. 38 min.,Jeff Bleckner,2004,William H. Macy,Til Schweiger,Scott Caan,Thomas Kretschmann,Lauren Holly,Rene Heger,0,43,A single-minded ode to international camaraderie and American perseverance.,,,,
251,1 hr. 25 min.,Christoph Schrewe,2004,Dean Cain,Bettina Zimmermann,Joanna Taylor,Nigel Bennett,John Keogh,Hanns Zischler,0,15,,,,,
252,1 hr. 32 min.,Enzo G. Castellari,1982,Giancarlo Prete,Fred Williamson,George Eastman,Anna Kanakis,Ennio Girolami,Venantino Venantini,0,32,,,,,
253,1 hr. 24 min.,Hee-joon Park,2001,Na-yeong Lee,Leon Lai,Eun-hye Park,,,,0,40,,,,,
254,1 hr. 43 min.,Donald P. Bellisario,1988,Tom Berenger,Daphne Zuniga,Chick Vennera,Anne Twomey,Dane Clark,Paul Dooley,0,9,,,An idiotic thriller that becomes increasingly preposterous as it goes.,,
255,2 hr. 4 min.,Jan Kounen,2004,Vincent Cassel,Juliette Lewis,Michael Madsen,Ernest Borgnine,Colm Meaney,Temuera Morrison,29,49,,,colossal waste of cult comic book's reputation,"It's ""bad art,"" they'll say. That's fine, for the rest of us there's always a haven in the appreciation of ""bad art."",I hereby propose to close the voting for the Raspberry awards 2004"," and incidentally rebaptise them the 'Blueberry awards'. What a mess."""
256,1 hr. 59 min.,Frank Coraci,2004,Jackie Chan,Steve Coogan,Ewen Bremner,Robert Fyfe,Ian McNeice,David Ryall,31,34,Amiably dorky redo.,It was exactly what I expected and that's something I didn't really want to see.,Mildly amusing Jackie Chan adventure.,I was amazed at how little actually happens for a movie with so much action.,It's ironic that this film is less about traveling and more about beating the crap out of people all over the world.
257,1 hr. 35 min.,Byron Haskin,1954,Charlton Heston,Eleanor Parker,William Conrad,Abraham Sofaer,Romo Vincent,Douglas Fowley,83,63,,,,,Das Kapital in the heart of darkness
258,1 hr. 45 min.,Charles Marquis Warren,1953,Charlton Heston,Jack Palance,Katy Jurado,Brian Keith,Mary Sinclair,Milburn Stone,0,45,"The current NRA spokesman Heston is just right for such a controversial part, and gives the western some firepower.",,,,
259,1 hr. 35 min.,Pieter Jan Brugge,2004,Robert Redford,Helen Mirren,Willem Dafoe,Alessandro Nivola,Matt Craven,Melissa Sagemiller,43,32,"A thriller stripped of thrills -- or, even worse, a thriller that thinks of itself as somehow rising above the vulgar pleasures of excitement.",Good performances almost make it worthwhile.,"I just expected a lot more in the end, and really just didn't get it with a routine script, bland plot, and an ending that was too sudden to be accepted.","It's pretty bland, even though the trailer would lead you to believe otherwise.",...a very good thriller that could've (and should've) been a great one...
260,1 hr. 16 min.,Emory Myrick,2004,Ahmed Best,Josh Keaton,Kath Soucie,Phil LaMarr,Carlos Alazraqui,Jeannie Elias,0,41,"Goofy animated caper with lots of pratfalls, potty humor.",,,,
261,1 hr. 56 min.,Takeshi Kitano,2003,Takeshi Kitano,Michiyo Ohgusu,Gadarukanaru Taka,Daigoro Tachibana,Yuko Daike,Tadanobu Asano,86,88,"The Blind Swordsman: Zatoichi begins life as a straight-up samurai movie, evolves into a slapstick comedy and ends as a rousing, tap-dancing musical.","Zatoichi is a mix-and-match crowd-pleaser that shouldn't add up, but delightfully does.","However improbably, Kitano pulls it off quite gloriously. Admittedly, this isn't one of his most idiosyncratic, innovative or, indeed, satisfying works, but it's without doubt fast, funny, fabulous to behold.","For those unfamiliar with such films, Zatoichi might be a little off-putting. But given a chance, the movie can be pretty entertaining.",This non-traditional samurai movie isn't for kids.
262,1 hr. 25 min.,Jonathan Kesselman,2003,Adam Goldberg,Andy Dick,Judy Greer,Mario Van Peebles,Peter Coyote,Sean Whalen,52,64,"Profane, shockingly un-PC and often laugh-out-loud hilarious, this is the sort of parody that the folks who made the Airplane and Naked Gun movies used to make -- funny.",Kesselman keeps the movie crackling with the raucous energy absent since Mel Brooks' heyday.,Desperation is the project's principal quality.,"The movie hits as much as it misses, with enough witty observations to ensure that somewhere, Kesselman's mother is kvelling.",Kesselman's thin script generally is funniest when it's riffing on Jewish stereotypes and goyish bigotry.
263,1 hr. 25 min.,Kathryn Bigelow,1983,Willem Dafoe,Robert Gordon,Marin Kanter,J. Don Ferguson,Kenny Call,Tina L. Hotsky,89,62,"At times the perversely slow beat of each scene can irritate, but that's a reasonable price for the film's super-saturated atmosphere.",Its evocation of tough-guy glamour is ridiculously stilted. And it regards the past with absolutely no perspective or wit.,An excoriation of Reagan-era nostalgia for the Fifties,"A strange, but compelling amalgam of art film and homage to the American International Pictures biker flicks of the 1960s.","Bigelow's first feature, co-written and co-directed with Monty Montgomery, is a nihilistic meditation on 1950s biker flicks, featuring Willem Dafoe in his first screen role."
264,2 hr.,Alexa Davalos,2004,Vin Diesel,Colm Feore,Thandie Newton,Judi Dench,Karl Urban,Alexa Davalos,29,65,"The sequel baton pass at the finale is pretty nifty, but it's surely asking too much to think the filmmakers could leave us wanting more. Come to think of it, much, much less would have been best.",Makes absolutely no sense in its theatrical cut and still feels awfully messy in Twohy's director's cut.,"Very violent, brainless explosion movie.","There are many plot holes, an inappropriately overly complicated plot, and a lot of pointless aspects that never even bother to make the least bit of sense.","Vainly attempts to elevate Riddick into a mythological hero in a political-intrigue contest meant to be Dune in an action context, though it's a lot more like Stargate in a crap context. [Blu-ray]"
265,1 hr. 46 min.,Byron Haskin,1953,Robert Newton,Kit Taylor,Connie Gilchrist,Eric Reiman,Syd Chambers,Henry Gilbert,0,38,,,,,
266,1 hr. 42 min.,Peter McDonald,1988,Sylvester Stallone,Richard Crenna,Marc de Jonge,Kurtwood Smith,Spiros FocÃ¡s,Sasson Gabai,36,45,"Always at ground zero in the chaos is Rambo -- gloriously, inhumanly impervious to fear and danger -- whose character is inhabited by Stallone with messianic intensity.","Saturday Morning Picture Club stuff, only dearer.","Mr. Stallone has by now made Rambo parody-proof, since the character is every bit as laughable as he is grandiose; that's part of the fun.",Stallone scripts the wall-to-wall explosions too haphazardly and unimaginatively.,"Rambo may, in fact, have outlived his usefulness. His moment may have passed."
267,1 hr. 40 min.,Boris Kodjoe,2004,Michael K. Williams,Kirk 'Sticky Fingaz'...,Reagan Gomez-Preston,Jaszmin Lexis,Jazsmin Lewis,William L. Johnson,0,56,,,,,
268,1 hr. 1 min.,John Vlamos,1941,"Ray ""Crash"" Corrigan","John ""Dusty"" King","Max ""Alibi"" Terhune",Julie Duncan,Glenn Strange,Ed Brady,0,0,"Goofy, far-fetched and breezy second-rate Range Buster western directed without style by S. Roy Luby.",,,,
